id	cj6	cj5	cj5f	unicode
53941	TAIL	TAIL	TAIL	83AD
53941	THPL1	XTHPL	THPL	
53942	TAIU	TAIU	TAIU	8507
53942	THPU	THPU	THPU	
53943	TAJ	TAJ	TAJ	8349
53944	TAJOK	TJOK	TJOK	22FB3
53945	TAJT	TAJT	TAJT	26CD5
53946	TAJV	TAJV	TAJV	
53947	TAK	TAK	TAK	83AB
53948	TAKA	TAKA	TAKA	66AE
53949	TAKB	TAKB	TAKB	5E55
53950	TAKD	TAKD	TAKD	25861
53951	TAKF	TAKF	TAKF	9A40
53952	TAKF1	XTAKF	TAKF	26E6A
53953	TAKF2	XXTAK	TAKF	2714C
53954	TAKF3			7E64
53955	TAKG	TAKG	TAKG	5893
53956	TAKHZ	XXXTA	TKHAF	2A150
53957	TAKI	TAKI	TAKI	87C7
53958	TAKI1	XTAKI	TAKI	26ED2
53959	TAKKS	TKKS	TKKS	20893
53960	TAKM	TAKM	TAKM	84E6
53961	TAKMZ	TKMBC	TKMBC	29537
53962	TAKM1	XTAKM	TAKM	2940D
53963	TAKN	TAKN	TAKN	3C73
53964	TAKNL	XTKNL	TKNL	911A
53965	TAKN1	XTAKN	TAKN	215B6
53966	TAKP	TAKP	TAKP	6155
53967	TAKP1	XTAKP	TAKP	227FD
53968	TAKQ	TAKQ	TAKQ	6479
53969	TAKR	TAKR	TAKR	8B29
53970	TAKR1	XTAKR	TAKR	20EDA
53971	TAKS	TAKS	TAKS	52DF
53972	TAKU	TAKU	TAKU	26EBD
53973	TAKU1	XTAKU	TAKU	26DE4
53974	TAKU2			
53975	TAKU3			
53976	TAKV	TAKV	TAKV	2181C
53977	TAKV1	XTAKV	TAKV	270CA
53978	TAKV2			26FC9
53979	TALK	TALK	TALK	26D24
53980	TALN	TALN	TALN	5252
53981	TALN1	XTALN	TALN	26DE3
53982	TAM	TAM	TAM	382E
53983	TAMH	TAMH	TAMH	26CDD
53984	TAMJ	TAMJ	TAMJ	44CD
53985	TAMO	TAMO	TAMO	26CDA
53986	TAMW	TAMW	TAMW	454E
53987	TAMZ	TAMBC	TAMBC	
53988	TAM1	XTAM	TAM	26B39
53989	TAN	TAN	TAN	83DB
53990	TANA	TANA	TANA	8573
53991	TANB	TANB	TANB	8551
53992	TAND	TAND	TAND	4535
53993	TANG	TANG	TANG	85FA
53994	TANG1	XTANG	TANG	26EFA
53995	TANK	TANK	TANK	26FE1
53996	TANL	TANL	TANL	286F3
53997	TANM	TANM	TANM	
53998	TANP	TANP	TANP	8544
53999	TANR	XTANR	TANR	4561
54000	TANR1	TANR	TANR	8504
54001	TANR2	XXTAN	TANR	26F45
54002	TANS	XTANM	TANM	
54003	TANT	TANT	TANT	26F20
54004	TANV	TANV	TANV	455E
54005	TANV1	XTANV	TANV	8505
54006	TANW	TANW	TANW	862D
54007	TANX	TANX	TANX	27084
54008	TAN1	XTAN	TAN	
54009	TAOB	TAOB	TAOB	26759
54010	TAOG	TAOG	TAOG	49FF
54011	TAOK	TAOK	TAOK	3A9A
54012	TAOS	TAOS	TAOS	8443
54013	TAPH	TAPH	TAPH	44EA
54014	TAPHZ	TPHAF	TPHAF	
54015	TAPP	TAPP	TAPP	83CE
54016	TAPP1	XTAPP	TAPP	
54016	TAPV	TAPV	TAPV	845B
54017	TAPP1	XTAPP	TAPP	
54017	TAPV	TAPV	TAPV	845B
54018	TAQA	TAJA	TAJA	26FA7
54019	TAQM	TAQM	TAQM	
54020	TAQO	TAQO	TAQO	
54021	TARP	TARP	TARP	22918
54022	TASE	TASE	TASE	855E
54023	TASH	TASH	TASH	20756
54024	TASS	TASMM	TASMM	
54025	TASS1	TASM	TASM	26D91
54026	TAT	TAT	TAT	26C64
54027	TATA	TATA	TATA	232A3
54028	TATCV	TATCV	TATCV	2331E
54029	TATOV	TATOV	TATOV	2331E
54030	TAU	TAU	TAU	82AD
54031	TAV	TAV	TAV	831B
54032	TAVF	TAVF	TAVF	26FCC
54033	TAVHZ	TVHAF	TVHAF	2A1B0
54034	TAVIF	TAVIF	TAVIF	2606C
54035	TAVNL	XTVNL	TVNL	2879B
54036	TAV1	XTAV	TAV	26C07
54037	TAWE	TAWE	TAWE	8513
54038	TAWS	TAWS	TAWS	26F66
54039	TAWS1	XTAWS	TAWS	
54040	TAX	TAVL	TAVL	26F4D
54041	TAYRD	TAYRD	TAYRD	232C4
54042	TA1	XTA	TA	44A4
54043	TA2	XXTA	TA	23151
54044	TBA	TBA	TBA	23294
54045	TBAA	TRXU	TRXU	2A4D4
54046	TBAC	TBAC	TBAC	84C2
54047	TBAH	TBAH	TBAH	26F33
54048	TBAU	TBAU	TBAU	8409
54049	TBAV	TBAV	TBAV	
54050	TBB	TBB	TBB	8420
54051	TBBB	TBBB	TBBB	84C7
54052	TBBC	TBBC	TBBC	
54053	TBBE	TBBE	TBBE	8586
54054	TBBE1	XTBBE	TBBE	
54055	TBBE2	XXTBB	TBBE	26C39
54056	TBBHU	TBBHU	TBBHU	89CF
54057	TBBK	TBBK	TBBK	4567
54058	TBBLN	XTBLN	TBLN	84AF
54059	TBBM	TBBM	TBBM	26CCE
54060	TBBMZ	XXTBM	TBMBC	29555
54061	TBBQ	TBBQ	TBBQ	8563
54062	TBBR	TBBR	TBBR	8435
54063	TBBU	TWLU	TWLU	77A2
54064	TBBUU	TBBUU	TBBUU	89AF
54065	TBBU1	TBBU	TBBU	858D
54066	TBBU2	XTBBU	TBBU	26E21
54067	TBB1	XTBB	TBB	44BF
54068	TBC	TBC	TBC	5178
54069	TBCB	TBCB	TBCB	270DB
54070	TBCD	TBCD	TBCD	
54071	TBCF	TBCF	TBCF	27145
54072	TBCH	TBCH	TBCH	27029
54073	TBCJ	TBCJ	TBCJ	26F52
54074	TBCJ1	XTBCJ	TBCJ	26BFC
54075	TBCL	TBCL	TBCL	26E71
54076	TBCM	TBCM	TBCM	
54077	TBCMZ	XXTCM	TCMBC	
54078	TBCN	TBCN	TBCN	8434
54079	TBCOK	TCOK	TCOK	655F
54080	TBCR	TBCR	TBCR	26BF6
54081	TBCU	TBCU	TBCU	26E0D
54082	TBCV	TBCV	TBCV	8621
54083	TBC1	XTBC	TBC	84E5
54084	TBC2	XXTBC	TBC	
54085	TBD	TBD	TBD	83DC
54086	TBDE	TBDE	TBDE	2702C
54087	TBDF	TBDF	TBDF	
54088	TBDH	TBDH	TBDH	26E6E
54089	TBDHE	TBDHE	TBDHE	25039
54090	TBDK	TBDK	TBDK	
54091	TBD1	XTBD	TBD	69CA
54092	TBD2	XXTBD	TBD	8363
54093	TBD3			234DD
54094	TBE	TBE	TBE	8365
54095	TBE1	XTBE	TBE	23EA9
54096	TBE2	XXTBE	TBE	26B23
54097	TBE3			26B7C
54098	TBE4	XTWLE	TWLE	
54099	TBF	TBF	TBF	8367
54100	TBFD	TBFD	TBFD	25EA0
54101	TBFE	TBFE	TBFE	85E4
54102	TBFF	TBFF	TBFF	4568
54103	TBFF1	XTBFF	TBFF	8645
54104	TBFHZ	XTFHA	TFHAF	2A1ED
54105	TBFNL	XTFNL	TFNL	
54106	TBFOG	TFOG	TFOG	2905E
54107	TBFS	TBFS	TBFS	8542
54108	TBG	TBG	TBG	5851
54109	TBGCE			27027
54110	TBGR	TBGR	TBGR	44DF
54111	TBG1	XTBG	TBG	8314
54112	TBHD	TBHD	TBHD	26F16
54113	TBHF	TBHF	TBHF	853F
54114	TBHG	XTBHG	TBHG	
54115	TBHM	TBPM	TBPM	83BA
54116	TBHN	TBHN	TBHN	44AE
54117	TBHNE	TBHNE	TBHNE	23A9A
54118	TBHN1	XTBHN	TBHNE	
54119	TBHN2			
54120	TBHQ	TBHQ	TBHQ	8366
54121	TBHQU	TBHQU	TBHQU	23BA0
54122	TBHU	XTBHU	TBHU	82CB
54123	TBHU1	XXTBH	TBHU	26B2E
54124	TBHZ	XTWLF	TWLF	2A147
54125	TBHZ1	XTBHF	TBHF	26F89
54126	TBI			
54127	TBIB	TBIB	TBIB	4515
54128	TBIK	TBIK	TBIK	2485C
54129	TBIK1			
54130	TBIOK	XXTBO	TBOK	23038
54131	TBIYE	TBYE	TBYE	2303A
54132	TBJE	TBJE	TBJE	22ECE
54133	TBJJ	TBJJ	TBJJ	8477
54134	TBJU	TBJU	TBJU	26E0C
54135	TBKF	TBKF	TBKF	4533
54136	TBKG	TBKG	TBKG	27130
54137	TBKI	TBKI	TBKI	44AF
54138	TBKK	TBKK	TBKK	44BD
54139	TBKK1	XTBKK	TBKK	44AF
54140	TBKQ	TBKQ	TBKQ	8364
54141	TBKS	XXTBK	TBKS	52B3
54142	TBKS1	XTBKS	TBKS	8355
54143	TBKZ	XTBKF	TBKF	27156
54144	TBLB	TBLB	TBLB	26B6C
54145	TBLI	XTBLI	TBLI	8424
54146	TBLN	TBLN	TBLN	524D
54147	TBM	TBM	TBM	82F4
54148	TBMBO	TBMBO	TBMBO	989F
54149	TBME	TBME	TBME	8432
54150	TBMI	XTBMI	TBMI	8484
54151	TBMIG	TBMIG	TBMIG	4453
54152	TBMI1	TBMI	TBMI	83B9
54153	TBMI2			
54154	TBMM	TBMM	TBMM	44A3
54155	TBMNP	TWLP	TWLP	85A8
54156	TBMO	TBMO	TBMO	8499
54157	TBMP	TBMP	TBMP	26FBB
54158	TBMR	TBMR	TBMR	833C
54159	TBMRD	XTWLD	TWLD	
54160	TBMRT	TWLT	TWLT	27006
54161	TBMR1	TWLR	TWLR	25557
54162	TBMS	TBMS	TBMS	8387
54163	TBMUN	XTWLN	TWLN	750D
54164	TBMV	TBMV	TBMV	44FB
54165	TBMW	TBMW	TBMW	848F
54166	TBMW1	XTBMW	TBMW	26F95
54167	TBNB	TBNB	TBNB	220EC
54168	TBND	TBND	TBND	83A9
54169	TBND1	XTBND	TBND	3B8D
54170	TBNE	TBNE	TBNE	23E45
54171	TBNF	TBNF	TBNF	714E
54172	TBNF1	XTBNF	TBNF	242CE
54173	TBNG	TBNG	TBNG	2137D
54174	TBNH	TBNH	TBNH	526A
54175	TBNHZ	TNHAF	TNHAF	2A1D3
54176	TBNI	TWLN	TWLN	5922
54177	TBNIQ	TWLQ	TWLQ	26F8B
54178	TBNIY	TBNIY	TBNIY	20A0A
54179	TBNI1	TBNI	TBNI	84AC
54180	TBNJ	TBNJ	TBNJ	8315
54181	TBNMZ	TNMBC	TNMBC	986D
54182	TBNNL	TNNL	TNNL	9138
54183	TBNOT	XTWLT	TWLT	2713C
54184	TBNQ	TBNQ	TBNQ	26F47
54185	TBNS	TBNM	TBNM	7FE6
54186	TBNV	TBNV	TBNV	276EF
54187	TBOF	TBOF	TBOF	8521
54188	TBOHA	XTWLA	TWLA	26FDB
54189	TBOHZ	TOHAF	TOHAF	9E0F
54190	TBOI	XTWLI	TWLI	858E
54191	TBOK	TBOK	TBOK	6563
54192	TBOLN	TOLN	TOLN	
54193	TBOMW	TWLW	TWLW	2704C
54194	TBOMZ	TOMBC	TOMBC	29571
54195	TBON	TBON	TBON	835D
54196	TBONL	XTONL	TONL	287AB
54197	TBOP	TBOP	TBOP	841E
54198	TBOS	TBOS	TBOS	8444
54199	TBOSE	TWLE	TWLE	8609
54200	TBOU	TBOU	TBOU	4504
54201	TBOU1	XTBOU	TBOU	44E8
54202	TBP	TBP	TBP	612C
54203	TBPD	TBPD	TBPD	26F36
54204	TBPHZ	XTPHA	TPHAF	2A218
54205	TBPMZ	TPMBC	TPMBC	2958E
54206	TBPP	TBPP	TBPP	26C54
54207	TBPR	TBPR	TBPR	844B
54208	TBQ	TBQ	TBQ	82DA
54209	TBQR	TBQR	TBQR	
54210	TBR	TBR	TBR	82D8
54211	TBRF	TBRF	TBRF	2710E
54212	TBRH	TBRH	TBRH	26E14
54213	TBRM			
54214	TBRR	TBRR	TBRR	8425
54215	TBRYO	TWLO	TWLO	4822
54216	TBSD	TBSD	TBSD	26C4A
54217	TBSE	TBSE	TBSE	83D4
54218	TBSE1	XTBSE	TBSE	
54219	TBSG	TBHG	TBHG	85B6
54220	TBSI	TBSI	TBSI	
54221	TBSI1	TBHI	TBHI	26DD2
54222	TBSM	TBHM	TBHM	
54223	TBSS	XTWLM	TWLM	26483
54224	TBSU	TBHU	TBHU	85D0
54225	TBSU1	TBSU	TBSU	
54226	TBSV	TBHV	TBHV	26F9C
54227	TBSZ	TBHC	TBHC	27080
54228	TBT	TBT	TBT	22365
54229	TBTR	TBTR	TBTR	270C7
54230	TBTU	TBTU	TBTU	26C4C
54231	TBTV	TBTV	TBTV	83F5
54232	TBU	TBU	TBU	82DC
54233	TBUC	TBUC	TBUC	26BB7
54234	TBUC1	XTBUC	TBUC	27D39
54235	TBUD	TBUD	TBUD	851D
54236	TBUD1	XTBUD	TBUD	26C32
54237	TBUD2			2589E
54238	TBUD3			
54239	TBUE	TBUE	TBUE	2715A
54240	TBUE1	XTBUE	TBUE	26C5B
54241	TBUE2			
54242	TBUF	TBUF	TBUF	
54243	TBUF1	XTBUF	TBUF	8628
54244	TBUF2	XXTBU	TBUF	26D45
54245	TBUF3			242BE
54246	TBUF4			26F49
54247	TBUG	TBUG	TBUG	27112
54248	TBUH	TBUH	TBUH	26CE5
54249	TBUHZ	TUHAF	TUHAF	2A206
54250	TBUI	TBUI	TBUI	8408
54251	TBUK	TBUK	TBUK	85C8
54252	TBUNL	XTUNL	TUNL	287D2
54253	TBUP	TBUP	TBUP	
54254	TBUT	TBUT	TBUT	841B
54255	TBUU	TBUU	TBUU	83A7
54256	TBUX	TBUL	TBUL	85A1
54257	TBU1	XTBU	TBU	25115
54258	TBU2			
54259	TBV	TBV	TBV	837D
54260	TBVF	TBVF	TBVF	8426
54261	TBVF1	XTBVF	TBVF	26DF2
54262	TBVI	TBLI	TBLI	7E6D
54263	TBVIF	TBVIF	TBVIF	260D7
54264	TBVK	TBVK	TBVK	84B5
54265	TBVMN			
54266	TBVMR	XTWLR	TWLR	2712F
54267	TBVV	TBVV	TBVV	27155
54268	TBWD	TWLD	TWLD	
54269	TBX	TBHX	TBHX	84DE
54270	TBY	TBY	TBY	449F
54271	TBYJ	TBYJ	TBYJ	65A0
54272	TBYMR	TBYMR	TBYMR	27ACB
54273	TBYR	TBYR	TBYR	26E8E
54274	TBYSA	TBYSA	TBYSA	2712A
54275	TBYTP	TBYTP	TBYTP	4581
54276	TBYWD	TBYWD	TBYWD	2710B
54277	TBYW1	XTBYW	TBYWD	270ED
54278	TC	TC	TC	5171
54279	TCB	XXTCB	TCB	440C
54280	TCBHN	TCBHN	TCBHN	2A3B8
54281	TCBHU	TCBHU	TCBHU	89CD
54282	TCBI	TCBI	TCBI	
54283	TCBJJ	TCBJJ	TCBJJ	2A3D5
54284	CMCT	CMCT	CMCT	
54284	TCBT	TCBT	TCBT	76CA
54285	TCBU	TCBU	TCBU	25187
54286	TCBUU	TCBUU	TCBUU	89A5
54287	TCBU1	XTCBU	TCBUU	27829
54288	TCB1			266B4
54289	TCCOR	TCCOR	TCCOR	
54290	TCD	XTCD	TCD	3B5F
54291	TCDHE	TCDHE	TCDHE	24FF6
54292	TCE	TCE	TCE	2A3B3
54293	TCE1	XTCE	TCE	3CDF
54294	TCF	TCF	TCF	24208
54295	TCFB	XTCFB	TCFB	4565
54296	TCFF	TCFF	TCFF	2A3CB
54297	TCFH	TCFH	TCFH	377A
54298	TCF1	XTCF	TCF	24209
54299	TCG	XXTCG	TCG	212CD
54300	TCGG	TCGG	TCGG	9ECA
54301	TCG1	XTCG	TCG	
54302	TCHB	TCHB	TCHB	270C3
54303	TCHDE	TCHDE	TCHDE	2A3E6
54304	TCHIO	TCHVO	TCHVO	24B13
54305	TCHJG	TCHJG	TCHJG	2A3D8
54306	TCHJR	TCHJR	TCHJR	
54307	TCHMY	TCHMY	TCHMY	2A3BA
54308	TCHNI	TCHNI	TCHNI	29641
54309	TCHN1	XTCHN	TCHNI	
54310	TCHN2			
54311	TCHQU	TCHQU	TCHQU	2A3B7
54312	TCHRF	TCHRF	TCHRF	2A3DD
54313	TCHSB	TCHSB	TCHSB	2A4CE
54314	TCHYM	TCPYM	TCPYM	9E63
54315	TCHZ	XXTCH	TCHAF	4CCD
54316	TCI	TCI	TCI	229E5
54317	TCIAV	TCIAV	TCIAV	990A
54317	TCMAV	TCMAV	TCMAV	990A
54317	TOIAV	TOIAV	TOIAV	990A
54317	TOMAV	TOMAV	TOMAV	990A
54318	TCIBP	TCIBP	TCIBP	2A3DB
54319	TCIHR	TCIHR	TCIHR	2053A
54320	TCII	TCII	TCII	2A3CA
54321	TCII1	XTCII	TCII	27082
54322	TCIKM	TCIKM	TCIKM	2A3DE
54323	TCIKS	XTIKS	TIKS	
54324	TCILE	TCILE	TCILE	2A3E2
54325	TCIOG	XXTIO	TIOG	
54326	TCIP	TCIP	TCIP	44D7
54327	TCIP1	XTCIP	TCIP	226B1
54328	TCIRM	TCIRM	TCIRM	2A3C7
54329	TCIRP	TCIMP	TCIMP	2A3E4
54330	TCIS	TCIM	TCIM	84CA
54331	TCISB	TCISB	TCISB	2A3D7
54332	TCITC	TCITC	TCITC	2A3EA
54333	TCIU	TCIU	TCIU	26B80
54334	TCI1	XTCI	TCI	26B18
54335	TCJ	XTCJ	TCJ	
54336	TCJL	TCJL	TCJL	8572
54337	TCJMO	TCJMO	TCJMO	2A3C9
54338	TCJWJ	TCJWJ	TCJWJ	8F02
54339	TCKB	TCKB	TCKB	4D4B
54340	TCKL	TCKL	TCKL	
54341	TCKOO	TCKOO	TCKOO	4D4C
54342	TCLBU	TCLBU	TCLBU	9EC6
54343	TCLG	TCLG	TCLG	
54344	TCLI	TCLMI	TCLMI	86EC
54345	TCLI1	XXTCL	TCLMI	27336
54346	TCLL	TCLL	TCLL	
54347	TCLL1	XTCLL	TCLL	2012B
54348	TCLWU	TCLWU	TCLWU	
54349	TCLWV	TCLWV	TCLWV	24C85
54350	TCIAV	TCIAV	TCIAV	990A
54350	TCMAV	TCMAV	TCMAV	990A
54350	TOIAV	TOIAV	TOIAV	990A
54350	TOMAV	TOMAV	TOMAV	990A
54351	TCMBL	TCMBL	TCMBL	2A3BF
54352	TCMI	TCMI	TCMI	
54353	TCMIG	TCMIG	TCMIG	2A3C0
54354	TCMJF	TCMJF	TCMJF	2A3C2
54355	TCMJR	TCMJR	TCMJR	2A3BE
54356	TCMMU	TCMMU	TCMMU	2A3B9
54357	TCMP	TCMP	TCMP	
54358	TCMRB	TCMRB	TCMRB	29C41
54359	TCMRT	TCMRT	TCMRT	2A3C4
54360	TCMT	TCMT	TCMT	
54361	TCMUN	TCMVN	TCMVN	7509
54362	TCMU1	XTCMV	TCMVN	24B8F
54363	TCMVM	TCMVM	TCMVM	2A3C5
54364	TCMW	TCMW	TCMW	26CF7
54365	TCMZ			29493
54366	TCND	TCND	TCND	21973
54367	TCNEM	TCNEM	TCNEM	2A3BB
54368	TCNH	TCNH	TCNH	26BD4
54369	TCNIN	TCNIN	TCNIN	215C4
54370	TCNL	XTCNL	TCNL	48BC
54371	TCNQ	TCNQ	TCNQ	270D1
54372	TCNWF	TCNWF	TCNWF	9BD7
54373	TCOG	TCOG	TCOG	26FFB
54374	TCOK	XTCOK	TCOK	22F2D
54375	TCON	TCOIN	TCOIN	9EC5
54376	TCONI	TCOII	TCOII	
54377	TCOSL	TCOML	TCOML	
54378	TCP	TCP	TCP	606D
54379	TCPI	TCPI	TCPI	4519
54380	TCPM	TCPM	TCPM	
54381	TCPR	TCPR	TCPR	26F4B
54382	TCPRU	TCPRU	TCPRU	22040
54383	TCPR1	TPYMR	TPYMR	27AC3
54384	TCPSU	TCPSU	TCPSU	
54385	TCPU	TCPU	TCPU	2A3B6
54386	TCP1	XXTCP	TCP	22644
54387	TCP2			
54388	TCQ	TCQ	TCQ	62F2
54389	TCQU	TCQU	TCQU	2A3B4
54390	TCRAU	TCRAU	TCRAU	48BD
54391	TCRBC	TCRBC	TCRBC	2A3DA
54392	TCRE	TCVE	TCVE	270C6
54393	TCRRJ	TCRRJ	TCRRJ	4D50
54394	TCRU	TCRU	TCRU	5DF7
54394	TCSU1	XTCSU	TCSU	
54395	TCRUP	XTUP	TUP	
54396	TCRUT	TUBT	TUBT	
54397	TCRUU	TUBU	TUBU	25204
54398	TCRU1	XTCRU	TCRU	838C
54399	TCSD	TCSD	TCSD	68FB
54400	TCSF	TCSF	TCSF	
54401	TCSG	TCSG	TCSG	26BC0
54402	TCSH	TCSH	TCSH	82AC
54403	TCSS	TCSMM	TCSMM	
54404	TCSSH	TCSMH	TCSMH	4D4F
54405	TCST	TCST	TCST	8450
54406	TCST1	XTCST	TCST	26BF3
54407	TCSU	TCSU	TCSU	26BF2
54408	TCRU	TCRU	TCRU	5DF7
54408	TCSU1	XTCSU	TCSU	
54409	TCT	TCT	TCT	26370
54410	TCTA	TCTA	TCTA	2A3C8
54411	TCTAK	TCTAK	TCTAK	2A3DF
54412	TCTA1	XTCTA	TCTA	
54413	CMTHZ	CTHAF	CTHAF	2A0BD
54413	TCTHZ	TTHAF	TTHAF	9DC1
54414	TCTMZ	XTTMB	TTMBC	29531
54415	TCTNL			28736
54416	TCTNO	TTNO	TTNO	238FC
54417	TCTWT	TCTWT	TCTWT	2A3E8
54418	TCUMB	TCUMB	TCUMB	4D4E
54419	TCUMF	TCUMF	TCUMF	2A3E9
54420	TCUUF	TCUUF	TCUUF	2A3EB
54421	TCVKS			
54422	TCVOG	XTVOG	TVOG	
54423	TCW	TCW	TCW	24C7A
54424	TCWA	TCWA	TCWA	26F0F
54425	TCWHZ	XTWHA	TWHAF	2A0EC
54426	CMCW	CMCW	CMCW	
54426	TCWM	TCWM	TCWM	914B
54427	TCWMZ	TWMBC	TWMBC	29515
54428	TCWNL	TWNL	TWNL	2871F
54429	TCWNO	TWNO	TWNO	238EB
54430	TCXVV	TCHXV	TCHXV	2A57C
54431	TCYCK	TCYCK	TCYCK	2A3C1
54432	TCYE	XTCYE	TCYE	22F26
54433	TCYG	TCYG	TCYG	9EC8
54434	TCYHN	TCYHN	TCYHN	2A3B5
54435	TCYHV	TCYHV	TCYHV	
54436	TCYIU	TCYIU	TCYIU	2A3BD
54437	TCYJ	TCYJ	TCYJ	65A2
54438	TCYPN	TCYPN	TCYPN	2A3CF
54439	TCYPO	TCYPO	TCYPO	27201
54440	TCYPU	TCYPU	TCYPU	2A3D0
54441	TCYP1	XTCYP	TCYPN	
54442	TCYR	TCYR	TCYR	9EC7
54443	TCYRD	TCYRD	TCYRD	4D4D
54444	TC1	XTC	TC	83F3
54445	TC2	XXTC	TC	4E1A
54446	TC3	XXXTC	TC	4494
54447	TD	TD	TD	3B49
54448	TDAB	TDAB	TDAB	26EFD
54449	TDAH	TDAH	TDAH	26F34
54450	TDAV	TDAV	TDAV	26DA0
54451	TDB	TDB	TDB	8326
54452	TDBB	TDBB	TDBB	8540
54453	TDBC	TDBC	TDBC	26E76
54454	TDBK	TDBK	TDBK	84DB
54455	TDBM	TDBM	TDBM	26CCF
54456	TDBM1	TDBM1	TDBM1	26CD8
54457	TDBN	TDBN	TDBN	83BF
54458	TDBU	TDBU	TDBU	8459
54459	TDCI	TDCI	TDCI	83D8
54460	TDD	TDD	TDD	83FB
54461	TDDD	TDDD	TDDD	26F1A
54462	TDDF	TDDF	TDDF	26F54
54463	TDDH	TDDH	TDDH	4587
54464	TDDK	TDDK	TDDK	2702D
54465	TDE	TDE	TDE	20B91
54466	TDEG	TDEG	TDEG	
54467	TDEI	TDEI	TDEI	
54468	TDF	TDF	TDF	
54469	TDFB	TDFB	TDFB	4520
54470	TDFH	TDFH	TDFH	21B98
54471	TDG	TDG	TDG	8370
54472	TDGD	TDGD	TDGD	
54473	TDGE	TDGE	TDGE	26F0A
54474	TDGF	TDGF	TDGF	
54475	TDGG	TDGG	TDGG	84D5
54476	TDH	TDH	TDH	26B0C
54477	TDHB	TDHB	TDHB	270BC
54478	TDHD	TDHD	TDHD	
54479	TDHE	TDHE	TDHE	21581
54480	TDHL	TDHL	TDHL	83E5
54481	TDHP	TDHP	TDHP	
54482	TDHR	TDHR	TDHR	
54483	TDHYM	TDPYM	TDPYM	2A24F
54484	TDIE	TDIE	TDIE	26D21
54485	TDII	TDII	TDII	26F2D
54486	TDIK	TDIK	TDIK	
54487	TDJ	TDJ	TDJ	8309
54488	TDJE	TDJE	TDJE	44E9
54489	TDJE1	XTDJE	TDJE	26DE8
54490	TDJLK	TDJLK	TDJLK	2701E
54491	TDK	TDK	TDK	82B5
54492	TDKF	TDKF	TDKF	4569
54493	TDLC	TDLC	TDLC	85FE
54494	TDLK	TDLK	TDLK	4529
54495	TDLN	TDLN	TDLN	44F6
54496	TDLO	TDLO	TDLO	850C
54497	TDLU	TDLU	TDLU	8419
54498	TDLV	TDLV	TDLV	
54499	TDMB	TDMB	TDMB	27128
54500	TDMF	TDMF	TDMF	26CD0
54501	TDMH	TDMH	TDMH	26C33
54502	TDMM	TDMM	TDMM	26F6F
54503	TDMQ	TDMQ	TDMQ	8466
54504	TDNAU	TDNAU	TDNAU	236BB
54505	TDND	TDND	TDND	26C01
54506	TDND1	XTDND	TDND	26F2A
54507	TDNM	TDNM	TDNM	26F6F
54508	TDNO	XTDNO	TDNO	26C3B
54509	TDOE	TDOE	TDOE	26E13
54510	TDOF	TDOF	TDOF	85EE
54511	TDOI	TDOI	TDOI	26DED
54512	TDOK	TDOK	TDOK	26CB2
54513	TDON	TDON	TDON	4546
54514	TDOO	TDOO	TDOO	840A
54515	TDOP	TDOP	TDOP	
54516	TDOTQ	TDOTQ	TDOTQ	26A02
54517	TDOV	TDOV	TDOV	
54518	TDOY	TDOY	TDOY	4526
54519	TDPI	TDPI	TDPI	26BEA
54520	TDPM	TDPM	TDPM	
54521	TDQD	TDQD	TDQD	26FD2
54522	TDQO	TDQO	TDQO	
54523	TDQT	TDQT	TDQT	27127
54524	TDQU	TDQU	TDQU	26F5E
54525	TDR	TDR	TDR	8395
54526	TDRD	TDRD	TDRD	26E42
54527	TDRE	TDVE	TDVE	26F0B
54528	TDSH	TDSH	TDSH	
54529	TDSHU	TDSHU	TDSHU	
54530	TDSL	TDSL	TDSL	26F76
54531	TDSR	TDSR	TDSR	85F2
54532	TDT	TDT	TDT	83B1
54533	TDTC	TDTC	TDTC	26D93
54534	TDTD	TDTD	TDTD	236A8
54535	TDTE	TDTE	TDTE	27052
54536	TDTM	TDTM	TDTM	26D11
54537	TDTM1	XTDTM	TDTM	24BCA
54538	TDTV	TDTV	TDTV	26FA2
54539	TDTZ	XTDTC	TDTC	26ECA
54540	TDW	TDW	TDW	83C4
54541	TDWA	TDWA	TDWA	2715D
54542	TDWF	TDWF	TDWF	8430
54543	TD1	XTD	TD	233FC
54544	TE	TE	TE	26AFF
54545	TEA	TEA	TEA	44E0
54546	TEAA	TEAA	TEAA	
54547	TEAE	TEAE	TEAE	4555
54548	TEAG	TEAG	TEAG	26D84
54549	TEAH	TEAH	TEAH	8569
54550	TEAM	TEAM	TEAM	
54551	TEAP	TEAP	TEAP	26E72
54552	TEAS	TEAS	TEAS	270A7
54553	TEAT	TEAT	TEAT	8570
54554	TEAV	TEAV	TEAV	453D
54555	TEBD	TEBD	TEBD	26DF0
54556	TEBG	TEBG	TEBG	26E7B
54557	TEBM	TEBM	TEBM	83F9
54558	TEBU	TEBU	TEBU	25315
54559	TEBV	TEBV	TEBV	26DEA
54560	TECH	TECH	TECH	26C1B
54561	TED	TED	TED	83AF
54562	TEDE	TEDE	TEDE	83E0
54563	TEDG	TEDG	TEDG	2148E
54564	TEDK	TEDK	TEDK	26BCA
54565	TEDO	TEDO	TEDO	2700C
54566	TEED	TEED	TEED	26DBF
54567	TEELN	XTELN	TELN	207DD
54568	TEEV	TEEV	TEEV	8522
54569	TEFB	TEFB	TEFB	26DDF
